"x"
"1"	"A2M"
"2"	"A4GALT"
"3"	"AARS"
"4"	"ABCA1"
"5"	"ABCA2"
"6"	"ABCA5"
"7"	"ABCA7"
"8"	"ABCA8"
"9"	"ABCB1"
"10"	"ABCC1"
"11"	"ABCC2"
"12"	"ABCC4"
"13"	"ABCC5"
"14"	"ABI3BP"
"15"	"ACAA1"
"16"	"ACAM"
"17"	"ACCN2"
"18"	"ACE"
"19"	"ACHE"
"20"	"ACP2"
"21"	"ACTB"
"22"	"ACTN1"
"23"	"ACTN4"
"24"	"ACVR1"
"25"	"ACVR2A"
"26"	"ACVR2B"
"27"	"ADAM10"
"28"	"ADAM12"
"29"	"ADAM15"
"30"	"ADAM17"
"31"	"ADAM19"
"32"	"ADAM22"
"33"	"ADAM8"
"34"	"ADAM9"
"35"	"ADAMTS15"
"36"	"ADAMTSL4"
"37"	"ADCY3"
"38"	"ADCY6"
"39"	"ADCY7"
"40"	"ADCY9"
"41"	"ADORA1"
"42"	"ADRA2A"
"43"	"ADRA2C"
"44"	"ADRB2"
"45"	"AEBP1"
"46"	"AER61"
"47"	"AGPS"
"48"	"AGRN"
"49"	"AGTR1"
"50"	"AGTR2"
"51"	"AHSG"
"52"	"AKAP11"
"53"	"ALCAM"
"54"	"ALPL"
"55"	"ALPP"
"56"	"AMBP"
"57"	"AMICA1"
"58"	"AMIGO1"
"59"	"AMIGO2"
"60"	"ANGPT1"
"61"	"ANGPTL1"
"62"	"ANGPTL2"
"63"	"ANGPTL4"
"64"	"ANO5"
"65"	"ANO6"
"66"	"ANO9"
"67"	"ANPEP"
"68"	"ANTXR1"
"69"	"AOC3"
"70"	"APCDD1"
"71"	"APLF"
"72"	"APLNR"
"73"	"APLP1"
"74"	"APLP2"
"75"	"APMAP"
"76"	"APOB"
"77"	"APOD"
"78"	"APOH"
"79"	"APR3"
"80"	"AQP1"
"81"	"AREG"
"82"	"ARSB"
"83"	"ARSE"
"84"	"ARSF"
"85"	"ASAH1"
"86"	"ASPH"
"87"	"ASPN"
"88"	"ATF6B"
"89"	"ATG9A"
"90"	"ATL1"
"91"	"ATP1A1"
"92"	"ATP1A3"
"93"	"ATP1B1"
"94"	"ATP1B2"
"95"	"ATP1B3"
"96"	"ATP6AP1"
"97"	"ATP6V0A1"
"98"	"ATP6V0A2"
"99"	"ATRN"
"100"	"ATRX"
"101"	"AXL"
"102"	"B3GALTL"
"103"	"B3GNT1"
"104"	"B3GNT2"
"105"	"B4GALT3"
"106"	"B4GALT5"
"107"	"BACE1"
"108"	"BAT2L2"
"109"	"BCAM"
"110"	"BCAN"
"111"	"BCHE"
"112"	"BDNF"
"113"	"BGN"
"114"	"BIRC6"
"115"	"BMP1"
"116"	"BMPR2"
"117"	"BRI3BP"
"118"	"BSCL2"
"119"	"BSG"
"120"	"BST1"
"121"	"BST2"
"122"	"BTD"
"123"	"BTLA"
"124"	"BTN2A1"
"125"	"BTN3A3"
"126"	"BVES"
"127"	"C10orf54"
"128"	"C10orf72"
"129"	"C11orf24"
"130"	"C12orf49"
"131"	"C19orf6"
"132"	"C1orf159"
"133"	"C1orf85"
"134"	"C1orf9"
"135"	"C1QTNF2"
"136"	"C3"
"137"	"C4A"
"138"	"C4BPA"
"139"	"C4BPB"
"140"	"C6orf120"
"141"	"C7orf42"
"142"	"C9orf5"
"143"	"CA12"
"144"	"CACHD1"
"145"	"CACNA2D1"
"146"	"CACNA2D2"
"147"	"CACNG6"
"148"	"CADM1"
"149"	"CADM2"
"150"	"CADM3"
"151"	"CADM4"
"152"	"CALCRL"
"153"	"CALML5"
"154"	"CALR"
"155"	"CALU"
"156"	"CANT1"
"157"	"CANX"
"158"	"CAPNS1"
"159"	"CASC4"
"160"	"CASD1"
"161"	"CASP7"
"162"	"CCDC126"
"163"	"CCDC80"
"164"	"CCR4"
"165"	"CCR7"
"166"	"CCRN4L"
"167"	"CCT4"
"168"	"CD101"
"169"	"CD109"
"170"	"CD14"
"171"	"CD151"
"172"	"CD160"
"173"	"CD163"
"174"	"CD164"
"175"	"CD180"
"176"	"CD19"
"177"	"CD1B"
"178"	"CD1C"
"179"	"CD1D"
"180"	"CD2"
"181"	"CD200"
"182"	"CD200R1"
"183"	"CD22"
"184"	"CD226"
"185"	"CD244"
"186"	"CD27"
"187"	"CD274"
"188"	"CD276"
"189"	"CD28"
"190"	"CD302"
"191"	"CD33"
"192"	"CD34"
"193"	"CD36"
"194"	"CD37"
"195"	"CD38"
"196"	"CD3D"
"197"	"CD3G"
"198"	"CD4"
"199"	"CD40"
"200"	"CD40LG"
"201"	"CD44"
"202"	"CD46"
"203"	"CD47"
"204"	"CD48"
"205"	"CD5"
"206"	"CD53"
"207"	"CD55"
"208"	"CD58"
"209"	"CD59"
"210"	"CD6"
"211"	"CD63"
"212"	"CD68"
"213"	"CD69"
"214"	"CD7"
"215"	"CD70"
"216"	"CD72"
"217"	"CD74"
"218"	"CD79A"
"219"	"CD79B"
"220"	"CD80"
"221"	"CD82"
"222"	"CD83"
"223"	"CD84"
"224"	"CD86"
"225"	"CD96"
"226"	"CD97"
"227"	"CDCP1"
"228"	"CDH1"
"229"	"CDH10"
"230"	"CDH11"
"231"	"CDH13"
"232"	"CDH15"
"233"	"CDH17"
"234"	"CDH19"
"235"	"CDH2"
"236"	"CDH3"
"237"	"CDH4"
"238"	"CDH5"
"239"	"CDH6"
"240"	"CDH8"
"241"	"CDH9"
"242"	"CDON"
"243"	"CDSN"
"244"	"CEACAM1"
"245"	"CEACAM6"
"246"	"CEACAM8"
"247"	"CELSR1"
"248"	"CELSR2"
"249"	"CELSR3"
"250"	"CERCAM"
"251"	"CES1"
"252"	"CFH"
"253"	"CGN"
"254"	"CHGA"
"255"	"CHL1"
"256"	"CHPF2"
"257"	"CHRNA3"
"258"	"CHST11"
"259"	"CHST12"
"260"	"CHST3"
"261"	"CHST6"
"262"	"CHST7"
"263"	"CHSY3"
"264"	"CLCA2"
"265"	"CLCN2"
"266"	"CLCN6"
"267"	"CLDN12"
"268"	"CLDND1"
"269"	"CLEC12A"
"270"	"CLEC14A"
"271"	"CLEC1A"
"272"	"CLEC1B"
"273"	"CLEC2B"
"274"	"CLEC2D"
"275"	"CLEC5A"
"276"	"CLN3"
"277"	"CLN5"
"278"	"CLPTM1"
"279"	"CLPTM1L"
"280"	"CLTC"
"281"	"CLU"
"282"	"CMKLR1"
"283"	"CNNM2"
"284"	"CNNM3"
"285"	"CNNM4"
"286"	"CNR2"
"287"	"CNTFR"
"288"	"CNTN1"
"289"	"CNTN3"
"290"	"CNTNAP1"
"291"	"CNTNAP2"
"292"	"COL11A1"
"293"	"COL12A1"
"294"	"COL14A1"
"295"	"COL1A1"
"296"	"COL1A2"
"297"	"COL29A1"
"298"	"COL2A1"
"299"	"COL3A1"
"300"	"COL5A1"
"301"	"COL5A2"
"302"	"COL5A3"
"303"	"COL6A1"
"304"	"COL6A2"
"305"	"COL6A3"
"306"	"COL6A6"
"307"	"COL7A1"
"308"	"COLEC12"
"309"	"CP"
"310"	"CPD"
"311"	"CPM"
"312"	"CPVL"
"313"	"CPZ"
"314"	"CR1"
"315"	"CR2"
"316"	"CRB2"
"317"	"CREG1"
"318"	"CRELD2"
"319"	"CRIM1"
"320"	"CRLF1"
"321"	"CRLF2"
"322"	"CRTAP"
"323"	"CSDA"
"324"	"CSF1"
"325"	"CSF2RA"
"326"	"CSF2RB"
"327"	"CSPG4"
"328"	"CSPG5"
"329"	"CTNS"
"330"	"CTSA"
"331"	"CTSC"
"332"	"CTSD"
"333"	"CTSK"
"334"	"CTSL1"
"335"	"CTSL2"
"336"	"CXADR"
"337"	"CXCL16"
"338"	"CXCR1"
"339"	"CXCR3"
"340"	"CXCR5"
"341"	"CXCR7"
"342"	"CYBB"
"343"	"CYSLTR1"
"344"	"CYTH1"
"345"	"DAG1"
"346"	"DBH"
"347"	"DCBLD1"
"348"	"DCBLD2"
"349"	"DCHS1"
"350"	"DCN"
"351"	"DCT"
"352"	"DDR2"
"353"	"DGCR2"
"354"	"DISP2"
"355"	"DKK3"
"356"	"DMTF1"
"357"	"DMXL2"
"358"	"DNASE1L1"
"359"	"DNER"
"360"	"DPEP1"
"361"	"DPP4"
"362"	"DPP7"
"363"	"DPY19L4"
"364"	"DSC2"
"365"	"DSG2"
"366"	"DYNC2H1"
"367"	"ECE1"
"368"	"EDEM3"
"369"	"EDNRA"
"370"	"EEF1A1"
"371"	"EEF1D"
"372"	"EFEMP1"
"373"	"EFNA1"
"374"	"EFNA4"
"375"	"EFNA5"
"376"	"EFNB1"
"377"	"EFNB2"
"378"	"EFNB3"
"379"	"EGFR"
"380"	"ELANE"
"381"	"ELFN1"
"382"	"ELFN2"
"383"	"ELOVL4"
"384"	"ELOVL6"
"385"	"ELTD1"
"386"	"EMB"
"387"	"EMID2"
"388"	"EMILIN1"
"389"	"EMILIN2"
"390"	"EMP1"
"391"	"EMP2"
"392"	"EMP3"
"393"	"EMR2"
"394"	"EMR3"
"395"	"ENG"
"396"	"ENO1"
"397"	"ENPEP"
"398"	"ENPP1"
"399"	"ENPP3"
"400"	"ENPP4"
"401"	"ENTPD1"
"402"	"ENTPD2"
"403"	"ENTPD7"
"404"	"EPCAM"
"405"	"EPDR1"
"406"	"EPHA1"
"407"	"EPHA2"
"408"	"EPHA3"
"409"	"EPHA4"
"410"	"EPHA5"
"411"	"EPHB1"
"412"	"EPHB2"
"413"	"EPHB3"
"414"	"EPHB4"
"415"	"EPX"
"416"	"ERAP1"
"417"	"ERAP2"
"418"	"ERBB2"
"419"	"ERBB3"
"420"	"ERGIC2"
"421"	"ERLIN1"
"422"	"ERMP1"
"423"	"ERO1L"
"424"	"ERO1LB"
"425"	"ESAM"
"426"	"EVI2A"
"427"	"EXOC4"
"428"	"EXTL2"
